property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,dlf the ultima,sector 81,3.45,12356.0,4,4,3+,25.0,Moderately Old,2792.05,2527.0,2274.0,0,1,0,0,0,0,67
flat,ashiana anmol,sohna road,0.9,7059.0,2,2,2,8.0,Relatively New,1362.19,1274.98,1039.04,0,0,0,0,0,0,0
flat,ramprastha the edge towers,sector 37d,0.8,5797.0,2,2,3,2.0,Relatively New,1380.04,1299.96,1199.96,0,0,0,0,0,0,78
flat,sbtl caladium,sector 109,1.3,6914.0,3,2,3,16.0,Moderately Old,1880.02,1701.0,1531.0,0,0,0,0,0,0,134
flat,shapoorji pallonji joyville gurugram,sector 102,0.95,10383.0,2,2,2,14.0,Relatively New,1048.71,915.04,857.99,0,0,0,0,0,0,0
flat,experion windchants,sector 112,3.65,12312.0,3,4,3+,14.0,Relatively New,2801.95,2225.54,2003.0,0,1,0,0,0,1,150
flat,pyramid urban homes 2,sector 86,0.42,8483.0,2,2,1,2.0,New Property,624.87,557.0,500.95,1,1,0,1,1,0,84
flat,ramsons kshitij,sector 95,0.4,5839.0,3,2,2,6.0,New Property,854.1,761.0,685.01,0,0,0,0,0,0,0
flat,godrej nature plus,sector 33,1.35,8231.0,3,2,3+,7.0,Under Construction,1639.99,1484.0,1336.0,0,0,0,1,0,0,49
flat,dlf royalton tower,sector 43,6.5,20687.0,4,4,3+,9.0,Moderately Old,2996.99,2712.0,2441.0,0,1,0,0,0,0,7
flat,signature global solera,sector 107,0.28,5828.0,2,2,2,0.0,Relatively New,609.57,543.0,489.0,0,0,0,0,0,0,45
flat,orris aster court premier,sector 85,1.38,6509.0,3,4,2,6.0,Relatively New,2119.95,1615.98,1454.0,0,1,0,0,0,0,76
house,vipul tatvam villa,sector 48,5.75,22184.0,4,4,2,2.0,Moderately Old,2816.67,2520.04,2249.98,0,1,0,0,0,0,30
flat,guru gram haryana cghs,sector 56,1.38,7225.0,3,3,3,5.0,Moderately Old,2110.0,1909.95,1719.0,1,0,0,0,0,1,134
flat,shree vardhman flora,sector 90,0.7,4615.0,2,2,3,9.0,New Property,1351.95,1223.0,1101.0,1,0,0,0,1,0,51
flat,signature andour heights,sector 71,0.37,7400.0,1,1,2,2.0,Relatively New,499.98,424.96,366.51,0,0,0,0,0,1,37
flat,m3m heights,sector 65,2.65,18492.0,2,2,3,4.0,New Property,1433.0,1297.0,1167.0,1,0,0,0,0,0,38
flat,ss the leaf,sector 85,1.24,7122.0,2,2,3,10.0,Relatively New,1740.95,1729.97,1719.96,0,0,0,0,0,0,49
flat,aipl the peaceful homes,sector 70a,2.52,10723.0,3,4,3,8.0,Relatively New,2349.97,2127.0,1914.0,0,1,0,0,0,0,174
house,ansal sushant lok plots,sector 43,3.3,26570.0,1,1,0,2.0,Under Construction,1372.0,1242.05,1118.0,0,0,0,0,0,0,0
house,emaar mgf marbella,sector 66,9.01,16066.0,4,4,3+,3.0,Relatively New,6197.0,5608.0,5047.0,0,1,1,0,0,0,122
flat,dlf new town heights,sector 90,1.55,6556.0,4,4,3+,1.0,Relatively New,2363.97,2139.0,1925.0,0,1,0,1,0,0,81
house,tulip yellow,sector 69,2.95,16389.0,4,3,2,3.0,New Property,1989.0,1800.05,1620.0,0,0,0,1,1,2,111
flat,spaze privy,sector 72,1.9,9620.0,3,3,3,10.0,Moderately Old,1974.96,1787.0,1608.0,0,1,0,0,0,1,31
house,project mianwali colony,sector 12,1.7,9444.0,1,1,2,1.0,Old Property,2244.52,2000.0,1800.05,0,0,0,0,0,0,0
flat,umang winter hills,sector 77,0.75,5588.0,2,2,2,7.0,Relatively New,1342.04,1180.05,1050.02,0,0,0,0,0,1,174
flat,whiteland  the aspen,sector 76,3.5,11917.0,3,4,3,8.0,Under Construction,2738.18,2937.04,1762.05,0,0,0,0,0,0,0
flat,earth copia,sector 112,0.7,4673.0,2,2,2,4.0,Relatively New,1655.0,1498.01,1348.0,0,0,0,0,0,0,65
flat,ramsons kshitij,sector 95,0.28,3650.0,2,2,2,5.0,New Property,767.04,694.0,625.0,0,0,0,0,1,0,0
house,independent,sector 9,0.6,10753.0,2,2,1,1.0,Moderately Old,617.0,558.0,502.0,0,0,0,0,0,0,8
house,international city by sobha phase 2,sector 109,6.5,12037.0,4,4,3+,1.0,New Property,5967.0,5400.03,4860.0,0,1,0,0,0,1,160
house,ninex city,sector 76,1.75,6250.0,4,4,0,14.0,New Property,3491.37,3111.0,2800.01,0,0,0,0,0,0,0
flat,ramprastha the edge towers,sector 37d,0.75,5319.0,2,2,3,19.0,Moderately Old,1558.0,1409.96,1269.0,0,0,0,0,0,0,63
flat,vatika city homes,sector 83,1.08,6206.0,3,3,3,6.0,Relatively New,1739.98,1537.0,1350.01,0,0,1,0,0,0,111
flat,tata primanti,sector 72,6.5,15294.0,4,4,3+,0.0,Relatively New,4250.02,3846.0,3461.0,1,1,0,1,0,0,67
flat,vatika the seven lamps,sector 82,0.94,6533.0,2,2,3+,9.0,Relatively New,1435.04,1299.0,1169.0,1,0,0,0,0,1,117
flat,pooja apartment,sector 3 phase 3 extension,0.25,3571.0,2,2,2,2.0,Relatively New,872.97,778.0,699.98,0,0,0,0,0,0,0
flat,ambience creacions,sector 22,4.1,28101.0,3,3,3+,2.0,New Property,2780.96,2069.0,1459.05,0,0,0,0,0,2,119
flat,conscient heritage max,sector 102,2.2,10237.0,3,4,3+,20.0,Relatively New,2149.01,1185.97,1129.99,1,1,0,0,0,1,45
flat,shree vardhman victoria,sector 70,1.55,7948.0,3,3,3,6.0,Relatively New,1949.99,1527.0,1160.99,1,1,0,1,1,0,49
flat,godrej oasis,sector 88a,1.29,7800.0,3,3,3,5.0,New Property,1629.01,1642.0,1628.04,1,0,0,0,1,0,65
flat,indiabulls centrum park,sector 103,1.65,8250.0,3,3,3+,15.0,Relatively New,2000.04,1683.0,1399.95,1,0,0,0,0,0,38
flat,bestech spa signature,sector 81,4.4,12571.0,4,4,3+,6.0,New Property,4199.97,3699.98,3499.99,1,1,0,1,1,2,49
flat,paras dews,sector 106,1.2,11605.0,3,3,3,12.0,Relatively New,1664.96,1144.96,1033.98,1,0,0,0,0,0,158
house,dlf pink town house,sector 24,1.9,3786.0,10,9,3+,3.0,Relatively New,5545.0,5018.02,4516.0,0,0,0,0,1,2,29
flat,dlf the belaire,sector 54,10.0,24557.0,4,5,3+,17.0,Moderately Old,4071.98,3000.01,2800.01,0,1,0,0,0,2,167
flat,m3m woodshire,sector 107,1.7,6141.0,4,5,3+,9.0,Relatively New,2768.04,2505.0,2254.0,0,1,0,0,0,0,79
flat,dlf regency park,sector 28,1.6,14545.0,2,2,2,3.0,Relatively New,1371.48,1222.0,1099.96,0,0,0,0,0,0,52
flat,shree vardhman flora,sector 90,0.65,4961.0,2,2,3,11.0,Relatively New,1299.96,1225.04,1074.99,1,0,0,0,0,1,49
flat,dlf new town heights,sector 90,1.54,6514.0,4,4,3+,12.0,Moderately Old,2363.97,2200.03,1849.99,0,1,0,1,0,1,111
flat,tulip violet,sector 69,1.43,8886.0,3,3,2,1.0,Relatively New,1608.02,1305.0,1039.04,0,0,0,1,0,0,86
flat,dlf regency park,sector 28,2.3,11817.0,3,3,3,7.0,Moderately Old,1964.0,1777.01,1599.0,0,1,0,0,0,0,117
house,suncity township,sector 54,2.0,30968.0,9,9,3,11.0,Relatively New,758.35,645.0,635.0,0,1,0,0,0,2,7
house,independent,sector 103,2.25,6367.0,3,5,3+,10.0,Relatively New,3218.66,3534.0,2000.04,0,0,0,0,0,0,0
house,independent,sector 7,3.0,11494.0,7,7,0,3.0,Old Property,2884.0,2610.03,2349.0,0,0,0,0,0,0,0
flat,puri diplomatic greens,sector 111,3.5,11864.0,4,5,3+,10.0,Relatively New,2949.95,2700.02,2500.02,0,1,0,0,0,1,49
house,independent,sector 17b,7.2,15926.0,4,4,2,1.0,Old Property,4996.0,4521.0,4069.0,0,1,1,0,0,0,0
flat,landmark the residency,sector 103,0.9,6666.0,2,2,2,1.0,Relatively New,1350.01,1222.0,1100.0,0,0,0,0,0,0,44
flat,rof ananda,sector 95,0.2,5463.0,1,1,1,9.0,Relatively New,456.61,407.0,366.08,0,0,0,1,0,0,52
house,independent,sector 25,10.0,37037.0,5,6,3,3.0,Old Property,2984.0,2700.02,2430.0,0,1,1,0,0,1,64
flat,signature global the millennia,sector 37d,0.65,10906.0,2,2,3,0.0,New Property,650.03,625.0,596.0,0,0,0,0,0,0,40
flat,tata primanti,sector 72,4.0,13769.0,4,5,3+,9.0,Relatively New,2904.96,2800.01,2500.02,0,1,0,0,0,1,165
flat,kendriya vihar,sector 56,0.47,7768.0,1,1,1,3.0,Old Property,754.3,672.0,605.04,0,0,0,0,0,1,52
flat,shapoorji pallonji joyville gurugram,sector 102,2.04,14068.0,3,3,3+,1.0,Relatively New,1852.04,1644.0,1450.0,0,0,0,0,0,0,72
flat,godrej summit,sector 104,0.85,5878.0,2,2,3+,10.0,Relatively New,1446.02,1268.96,777.05,1,0,0,0,0,0,79
flat,eldeco accolade,sohna road,0.71,4907.0,2,2,3+,10.0,Relatively New,1457.0,1131.0,848.95,1,0,0,0,0,0,49
flat,cghs vidya enclave,sector 56,1.7,10967.0,3,2,3,6.0,Old Property,1599.95,1585.0,1550.0,0,0,1,0,0,0,101
flat,ss the leaf,sector 85,1.25,10888.0,2,2,3+,17.0,Relatively New,1740.95,1426.0,1147.97,0,0,1,0,0,0,156
house,independent,sector 4,0.55,4074.0,3,3,2,2.0,Relatively New,1492.0,1350.01,1215.0,0,0,0,0,1,0,7
house,independent,sector 13,0.62,32291.0,6,6,0,3.0,Moderately Old,212.0,192.03,173.0,0,0,0,0,0,0,0
flat,signature global solera,sector 107,0.38,6333.0,2,2,2,3.0,Relatively New,650.03,627.0,599.98,0,0,0,0,0,2,23
flat,la vida by tata housing,sector 113,1.38,12000.0,2,2,3,8.0,New Property,1573.04,1350.01,1150.02,1,0,0,0,0,0,174
flat,sobha city,sector 108,3.95,16858.0,3,5,2,15.0,New Property,2342.98,1900.0,1512.01,0,1,0,0,0,0,118
house,international city by sobha phase 1,sector 109,6.0,9634.0,4,5,3,2.0,Moderately Old,6882.0,6227.99,5605.0,0,0,0,0,0,0,76
flat,tata primanti,sector 72,3.3,15102.0,3,4,3+,15.0,New Property,2184.96,1800.05,1599.95,0,1,0,0,0,2,174
house,unitech nirvana birch court,sector 50,6.8,31481.0,4,4,3+,2.0,Old Property,2387.0,2159.99,1944.0,1,1,0,1,0,0,105
flat,tata primanti,sector 72,5.0,11111.0,4,4,3+,2.0,Moderately Old,4701.9,4499.96,3499.99,1,1,0,1,1,1,174
flat,dlf the ultima,sector 81,2.4,11412.0,3,4,3+,19.0,Relatively New,2103.05,1903.0,1713.0,0,1,0,0,0,2,174
flat,raheja revanta,sector 78,0.99,6100.0,2,2,3,14.0,Under Construction,1621.04,1467.0,1320.0,0,0,0,0,1,0,39
flat,bptp terra,sector 37d,1.77,8078.0,4,3,3,15.0,Relatively New,2190.99,2025.0,1860.0,1,1,0,1,1,0,49
flat,m3m golfestate,sector 65,6.15,18287.0,3,3,3,23.0,Moderately Old,3362.97,3027.0,2710.03,1,1,0,0,0,1,60
flat,ats marigold,sector 89,1.85,8604.0,3,3,3+,12.0,New Property,2149.98,1946.0,1751.0,0,1,0,0,0,0,37
flat,bestech park view spa next,sector 67,2.72,11574.0,4,4,3+,0.0,Relatively New,2349.97,2249.98,2001.01,0,1,0,1,0,1,128
flat,ireo the grand arch,sector 58,2.2,13480.0,2,2,1,5.0,Relatively New,1632.02,1432.03,1232.04,1,0,0,0,0,1,94
flat,indiabulls enigma,sector 110,4.25,10953.0,5,5,3+,4.0,Relatively New,3879.96,3511.0,3160.0,0,1,0,0,0,0,101
flat,vatika the seven lamps,sector 82,1.37,8753.0,3,3,3,11.0,Relatively New,2159.99,2000.04,1564.96,1,1,0,1,0,1,145
flat,dlf the crest,sector 54,11.0,35222.0,4,6,3,7.0,Relatively New,3123.04,2826.0,2543.0,0,1,0,0,0,2,125
flat,emaar palm gardens,sector 83,1.76,9263.0,3,3,3,5.0,Relatively New,1900.04,1599.95,1240.0,0,1,0,0,0,1,174
flat,imperia the esfera,sector 37c,0.86,4886.0,3,3,2,0.0,New Property,1760.01,1593.0,1434.0,0,0,0,0,1,0,35
flat,shapoorji pallonji joyville gurugram,sector 102,1.99,20664.0,2,2,2,14.0,New Property,1349.04,1145.0,963.05,0,0,0,0,0,0,152
flat,dlf the ultima,sector 81,2.2,11190.0,3,4,3+,7.0,Relatively New,2100.04,1900.0,1710.0,0,1,0,0,0,2,104
flat,m3m woodshire,sector 107,1.2,6176.0,3,3,3,7.0,Relatively New,1942.99,1749.99,1550.0,0,0,0,0,0,1,49
flat,ats triumph,sector 104,2.62,8317.0,4,4,3+,14.0,Relatively New,3149.95,2851.0,2566.0,0,1,0,0,0,0,174
house,independent,sector 48,8.4,25926.0,4,4,3,2.0,Old Property,3580.0,3240.04,2916.0,0,1,0,1,0,1,15
flat,emaar mgf emerald floors premier,sector 65,2.9,14683.0,4,4,3+,4.0,Relatively New,1974.96,1787.0,1608.0,1,1,0,0,0,1,152
flat,beverley park 1,sector 43,8.44,16230.0,4,5,3,9.0,Moderately Old,5200.04,5000.05,4899.94,0,1,0,0,0,2,117
house,bptp visionnaire,sector 70a,4.02,7309.0,4,4,3+,3.0,Relatively New,6078.0,5500.03,4950.0,1,1,1,1,0,0,138
flat,godrej,sector 79,1.41,9000.0,2,2,3,3.0,New Property,1960.35,1747.0,1571.96,1,0,0,0,0,0,104
flat,bptp terra,sector 37d,1.95,14444.0,4,3,3,7.0,Under Construction,2190.99,1650.0,1350.01,0,0,0,0,0,0,53
house,huda flats,sector 7,2.3,17037.0,5,3,3+,3.0,Old Property,1492.0,1350.01,1215.0,1,1,0,1,0,0,27
flat,paras irene,sector 70a,1.3,9219.0,2,2,3,19.0,Moderately Old,1419.97,1426.0,1409.96,0,0,0,0,0,1,49
house,independent,sector 2,0.98,9074.0,9,4,3,1.0,Moderately Old,1346.73,1200.0,1080.05,0,0,0,0,0,0,0
flat,vatika gurgaon,sector 83,1.42,8875.0,4,4,3,7.0,Relatively New,2390.02,2000.04,1599.95,1,1,0,0,0,0,103
house,signature global park,sohna road,0.85,7589.0,3,2,2,1.0,Under Construction,1238.0,1119.98,1008.0,0,0,0,0,0,0,15
flat,ss the leaf,sector 85,1.14,6433.0,2,2,3,16.0,Relatively New,1771.95,1604.0,1444.0,0,0,0,0,0,0,44
flat,supertech araville,sector 79,1.0,6535.0,2,2,3,4.0,Relatively New,1907.8,1700.0,1529.98,1,0,0,0,0,0,24
flat,signature global the millennia,sector 37d,0.55,9166.0,2,2,3,3.0,New Property,599.98,543.0,489.0,0,0,0,0,0,0,53
flat,zara aavaas,sector 104,0.4,7029.0,2,2,1,14.0,Relatively New,568.98,515.0,464.0,0,0,0,0,0,0,38
flat,emaar palm gardens,sector 83,1.55,9011.0,3,3,3,4.0,Relatively New,1719.96,1399.95,1095.01,0,1,0,0,0,1,174
house,independent,sector 28,1.45,8000.0,3,2,1,1.0,Relatively New,1564.25,1800.05,899.97,0,0,0,0,0,0,0
flat,bhagwati sadan,sector 12,1.15,5500.0,3,4,2,2.0,Old Property,2210.0,2000.04,1800.0,0,1,0,0,1,0,0
flat,adani m2k oyster grande,sector 102,1.9,14074.0,3,4,3,21.0,Relatively New,1888.96,1605.0,1350.01,0,1,0,0,0,0,60
house,rattan garden,sector 7,0.83,17584.0,5,3,2,3.0,Old Property,588.31,524.0,472.0,0,0,0,0,0,0,0
flat,orchid petals,sector 49,2.23,10969.0,3,3,3,14.0,Relatively New,2032.98,1840.0,1656.0,0,0,0,0,1,0,40
house,independent,sector 13,2.25,6944.0,10,10,2,1.0,Moderately Old,4040.11,3600.0,3240.04,0,0,0,0,0,0,0
house,project housing board colony,sector 28,2.58,17695.0,4,2,2,2.0,Moderately Old,1620.75,1444.0,1299.96,0,0,0,0,0,0,0
flat,umang winter hills,sector 77,0.71,5305.0,2,2,2,6.0,Relatively New,1342.04,1057.0,809.98,1,0,0,0,0,0,108
house,vatika independent floors,sector 82,1.4,8235.0,3,3,2,3.0,New Property,1879.0,1700.05,1530.0,0,0,0,1,0,0,61
flat,conscient heritage max,sector 102,1.82,9011.0,3,4,3+,12.0,Relatively New,1942.02,1757.0,1581.0,0,1,0,0,0,0,101
house,independent,sector 8,0.45,9000.0,1,1,1,3.0,Moderately Old,623.7,556.0,499.98,0,0,0,0,0,0,0
flat,shapoorji pallonji joyville gurugram,sector 102,1.35,9933.0,2,2,2,9.0,Relatively New,1359.05,1230.0,1107.0,0,0,0,0,0,0,100
flat,tarc maceo,sector 91,1.75,11121.0,4,3,3+,8.0,Relatively New,2724.02,2107.0,1573.57,1,1,1,1,0,0,128
flat,ansal heights 86,sector 86,1.3,4666.0,4,6,2,11.0,New Property,2786.02,2521.0,2269.0,0,1,0,0,1,0,86
flat,m3m heights,sector 65,2.8,15000.0,3,3,3,20.0,Under Construction,1828.03,1654.0,1489.0,0,0,0,0,0,0,91
flat,rk tower,sector 2,0.95,9595.0,2,2,1,1.0,Relatively New,1234.44,1100.0,989.96,0,0,0,0,0,0,99
house,emaar mgf marbella,sector 66,12.0,37037.0,5,5,3+,3.0,New Property,3580.0,3240.04,2916.0,0,1,1,1,0,1,106
flat,professors enclave cghs,sector 56,1.55,7750.0,3,3,3+,6.0,Moderately Old,2000.04,1810.0,1629.0,0,1,0,0,0,1,49
flat,tulip violet,sector 69,1.76,8756.0,4,4,2,6.0,Relatively New,2010.05,1819.0,1637.0,0,0,0,0,0,0,108
flat,capital residences 360,sector 70a,1.55,7844.0,3,3,3,8.0,Relatively New,1976.04,1599.95,1399.95,1,1,0,1,1,0,42
flat,lotus homz,sector 111,0.6,8450.0,2,2,3,9.0,New Property,885.38,789.0,709.99,0,0,0,0,0,0,52
house,independent,sector 11,1.35,3857.0,10,6,3+,3.0,Old Property,3867.0,3499.99,3150.0,0,0,0,0,0,0,0
flat,millenia,sector 37c,0.4,6666.0,2,2,2,4.0,New Property,748.33,667.0,599.98,0,0,0,0,0,0,29
flat,godrej nature plus,sector 33,1.25,9025.0,2,2,3,17.0,Under Construction,1398.24,1384.99,999.97,0,0,0,0,0,0,56
house,independent,sector 3,3.5,9210.0,1,1,0,1.0,Old Property,4199.0,3799.98,3420.0,0,0,0,0,0,0,0
flat,bptp terra,sector 37d,1.5,8282.0,3,3,3,17.0,Relatively New,1811.03,1692.0,1570.02,0,0,0,0,1,0,49
flat,unitech uniworld gardens,sector 47,2.4,11505.0,3,4,3+,10.0,Moderately Old,2086.04,1916.0,1749.99,0,1,0,0,0,0,103
flat,experion the heartsong,sector 108,0.97,9238.0,2,2,3,10.0,Relatively New,1309.48,1167.0,1050.02,0,1,0,0,0,0,165
house,independent,sector 105,0.37,8222.0,2,2,1,1.0,Moderately Old,497.0,450.04,405.0,0,0,0,0,1,0,0
flat,parsvnath exotica,sector 53,4.8,16580.0,3,4,3+,8.0,Relatively New,2894.95,2500.02,2200.03,0,1,0,1,1,1,174
house,unitech escape,sector 50,12.0,37037.0,5,6,3+,3.0,Moderately Old,4040.11,3600.0,3240.04,0,0,0,0,0,0,66
flat,bptp terra,sector 37d,1.55,8558.0,3,3,3+,11.0,Relatively New,1811.03,1639.0,1475.0,0,0,0,0,0,0,79
flat,sare petioles,sector 92,1.3,6373.0,4,4,0,7.0,Relatively New,2254.0,2039.97,1836.0,0,0,0,0,0,0,0
flat,shree vardhman victoria,sector 70,1.8,9230.0,3,3,3+,10.0,New Property,1949.99,1765.0,1588.0,0,0,0,0,1,1,49
house,smart world gems,sector 89,1.25,8784.0,3,3,2,1.0,Under Construction,1572.0,1422.99,1281.0,1,0,0,0,1,0,45
house,independent,sector 3,0.55,6707.0,2,2,1,2.0,Moderately Old,900.18,809.98,715.05,0,0,0,0,0,0,0
flat,sobha city,sector 108,1.9,13758.0,2,2,2,8.0,Relatively New,1381.01,1250.0,1125.0,0,0,0,0,0,0,85
house,independent,sector 3 phase 3 extension,1.0,6667.0,1,1,0,1.0,Relatively New,1657.0,1499.95,1350.0,0,0,0,0,0,0,0
house,independent,sector 12,0.65,6500.0,6,2,3,1.0,Old Property,1246.86,1111.0,999.97,0,0,0,0,0,0,0
flat,dlf the grove,sector 54,5.7,41245.0,3,3,3,1.0,Moderately Old,1527.0,1381.98,1244.0,0,0,0,0,0,0,46
flat,capital residences 360,sector 70a,1.69,8552.0,3,3,3+,8.0,New Property,1976.04,1900.04,1650.0,0,1,0,0,0,0,165
flat,ansal api celebrity suites,sector 2,0.6,8163.0,1,1,1,5.0,Moderately Old,734.96,665.0,598.0,0,0,0,0,0,1,67
flat,m3m woodshire,sector 107,1.32,6330.0,3,3,3,10.0,Relatively New,1942.99,1758.0,1582.0,0,0,0,0,0,0,117
flat,sare green parc phase 3,sector 92,0.7,5279.0,3,2,2,4.0,Relatively New,1326.0,1325.04,1319.98,0,0,0,0,0,0,56
house,independent,sector 57,3.5,21605.0,4,4,3+,3.0,Old Property,1790.0,1619.97,1458.0,0,0,1,0,0,1,67
flat,hsiidc sidco shivalik apartments,manesar,0.48,3840.0,2,2,3,7.0,Moderately Old,1250.01,993.0,770.05,0,0,0,0,0,0,88
flat,the roselia 2,sector 95,0.45,6475.0,2,2,2,19.0,New Property,760.69,695.03,595.03,0,0,0,0,0,0,0
house,signature global city 92,sector 92,0.75,7820.0,2,2,3,1.0,Relatively New,1060.0,958.96,863.0,0,0,0,0,0,0,46
flat,shapoorji pallonji joyville gurugram,sector 102,1.35,14754.0,2,2,2,10.0,Under Construction,915.04,828.0,745.0,0,0,0,0,0,0,22
flat,maa bhagwati residency,sector 7,0.45,5000.0,2,2,1,4.0,Relatively New,1122.23,1000.0,899.97,0,0,0,0,0,0,28
flat,ansal harmony homes,sector 57,1.12,10666.0,2,2,1,0.0,Old Property,1050.02,950.0,855.0,0,0,0,0,0,0,72
flat,signature global park,sohna road,0.7,6071.0,3,3,3,2.0,Relatively New,1437.68,1281.0,1153.03,0,0,0,1,0,0,152
flat,ashiana mulberry,sohna road,1.07,6184.0,3,3,3+,7.0,Relatively New,1729.97,1599.95,1299.96,0,0,0,0,0,0,167
house,independent,sector 46,4.25,23148.0,5,4,2,3.0,Moderately Old,2029.0,1836.0,1652.0,0,0,1,0,0,1,57
flat,godrej oasis,sector 88a,1.15,9856.0,2,2,1,12.0,New Property,1455.36,1297.0,1167.0,1,0,0,0,0,0,79
flat,ss radiance residency,sector 12,0.6,5660.0,3,3,2,3.0,Relatively New,1321.9,1178.0,1060.03,0,0,0,0,0,0,44
flat,shreeram apartment ii,sector 4,0.21,4666.0,1,1,1,2.0,Relatively New,561.15,500.0,450.04,0,0,0,0,0,0,7
flat,the rama apartment cghs,sector 43,2.5,10204.0,4,4,3+,4.0,Moderately Old,3054.86,2722.0,2449.97,0,1,0,0,0,0,26
flat,orchid petals,sector 49,1.9,10526.0,3,3,3,9.0,Moderately Old,2250.97,2006.0,1805.0,0,1,0,0,0,0,95
flat,conscient elevate,sector 59,4.25,18518.0,3,4,3,3.0,Under Construction,2294.97,2077.0,1869.0,0,0,0,0,0,0,0
flat,bestech park view ananda,sector 81,0.95,6985.0,2,2,2,13.0,Relatively New,1360.02,1150.02,894.05,0,0,0,0,0,1,167
house,independent,sector 8,0.59,10085.0,2,2,2,2.0,Moderately Old,646.0,585.02,527.0,0,0,0,0,1,0,7
flat,eldeco accolade,sohna road,1.35,6136.0,3,3,3,2.0,New Property,2743.04,2444.0,2200.03,0,1,0,0,0,0,72
flat,bptp terra,sector 37d,1.17,8297.0,2,2,2,0.0,Relatively New,1409.96,1276.0,1148.0,0,0,0,0,0,0,107
flat,m3m woodshire,sector 107,0.98,6421.0,2,2,3,7.0,Relatively New,1533.96,1281.0,1056.05,1,0,0,0,0,1,174
flat,m3m heights,sector 65,3.67,17990.0,3,3,2,27.0,Under Construction,2039.97,1846.0,1661.0,0,1,0,0,0,0,43
flat,shri banke bihari society,sector 56,1.35,9642.0,3,3,3+,4.0,Old Property,1499.95,1450.0,1399.95,0,0,0,0,1,1,174
house,independent,sector 7,0.27,12000.0,2,2,1,2.0,Moderately Old,249.0,224.97,202.0,0,0,0,0,0,0,12
flat,shapoorji pallonji joyville gurugram,sector 102,1.95,17285.0,3,3,3,12.0,New Property,1852.04,1465.0,1128.06,0,0,1,0,0,0,72
house,independent,sector 105,1.35,3857.0,5,3,3,3.0,Moderately Old,3516.38,3499.99,2500.02,0,0,0,0,0,0,0
flat,capital residences 360,sector 70a,1.68,8502.0,3,3,3+,5.0,New Property,1976.04,1900.04,1560.01,0,1,0,0,0,0,141
flat,dlf the ultima,sector 81,2.3,10936.0,3,3,3+,19.0,Relatively New,2103.05,1616.95,1257.01,1,1,0,1,1,2,49
flat,ss the leaf,sector 85,1.1,6318.0,2,2,3+,3.0,Relatively New,1740.95,1464.0,1218.04,0,0,1,0,0,0,143
flat,mittal cosmos executive apartments,sector 2,0.75,6550.0,2,2,2,15.0,Old Property,1144.96,1099.96,990.0,0,0,0,0,0,1,42
flat,godrej summit,sector 104,1.1,8669.0,2,2,3,16.0,Under Construction,1268.96,1148.0,1033.0,0,0,0,0,1,0,88
flat,experion windchants,sector 112,3.0,11538.0,3,3,2,2.0,Relatively New,2801.95,2600.02,2200.03,0,0,0,0,1,1,49
flat,bptp terra,sector 37d,1.72,7850.0,3,3,3+,10.0,Relatively New,2190.99,1983.0,1785.0,0,1,0,0,0,0,31
house,huda ashok vihar phase,sector 4,0.7,10233.0,3,2,1,2.0,New Property,756.0,684.05,616.0,1,0,0,0,0,0,7
house,unitech espace,sector 50,10.45,32253.0,5,7,3+,3.0,Moderately Old,3580.0,3240.04,2916.0,1,1,0,1,1,1,153
flat,sare crescent parc,sector 92,0.5,5000.0,2,2,3,2.0,Moderately Old,999.97,905.0,814.0,0,0,0,0,0,0,38
flat,godrej nature plus,sector 33,1.1,7971.0,2,2,2,14.0,Under Construction,1720.62,1533.0,1380.04,0,0,0,0,0,0,56
flat,m3m capital,sector 113,2.37,11500.0,4,4,3+,20.0,Under Construction,2151.0,2060.0,1599.95,1,0,0,0,0,0,143
flat,unitech greenwood city,sector 45,2.4,12346.0,3,3,2,1.0,New Property,1943.96,1759.0,1583.0,0,1,0,0,0,1,19
house,independent,sector 5,3.75,11029.0,5,5,3+,3.0,Old Property,3040.77,3399.99,1836.0,0,0,0,0,0,0,0
flat,supertech araville,sector 79,0.8,5266.0,2,2,2,12.0,New Property,1894.22,1688.0,1519.0,1,0,0,0,0,0,49
flat,m3m urbana,sector 67,0.95,10895.0,1,1,1,17.0,Relatively New,913.0,826.02,743.0,0,0,0,0,0,0,49
flat,m3m skycity,sector 65,2.8,15317.0,3,3,0,14.0,Relatively New,2020.0,1828.03,1645.0,0,0,0,0,0,0,39
flat,hero homes,dwarka expressway,1.6,7825.0,3,3,3,1.0,New Property,1688.96,1528.0,1375.0,0,0,0,0,0,0,49
flat,housing board colony,sector 51,0.3,41666.0,1,1,0,0.0,Moderately Old,89.79,80.0,72.01,1,0,0,0,0,0,15
flat,umang monsoon breeze,sector 78,1.25,5000.0,4,4,3,2.0,Relatively New,2349.97,2300.03,2000.04,0,1,0,1,1,0,57
flat,emaar palm gardens,sector 83,1.8,9473.0,3,3,3+,9.0,Relatively New,1900.04,1719.0,1547.0,0,0,0,0,0,0,55
flat,tulip violet,sector 69,1.4,8871.0,3,3,2,11.0,Relatively New,1577.99,1428.0,1285.0,0,0,0,1,0,0,126
